scenario,mode,image,pod,backend,start_ms,end_ms,duration_ms,exit_code
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-jfhxb,dfinit-containerd,1789069078401,1789069179133,100732,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-5dsn7,dfinit-containerd,1789069078401,1789069186329,107928,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-bsvnv,dfinit-containerd,1789069078401,1789069189605,111204,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-dm72s,dfinit-containerd,1789069078401,1789069193049,114648,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-pkws8,dfinit-containerd,1789069078401,1789069193852,115451,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-thdw9,dfinit-containerd,1789069078401,1789069195035,116634,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-lwxnh,dfinit-containerd,1789069078401,1789069200861,122460,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-vwxjz,dfinit-containerd,1789069078401,1789069201600,123199,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-w29kl,dfinit-containerd,1789069078402,1789069204191,125789,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-dql6m,dfinit-containerd,1789069078401,1789069206158,127757,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,AGGREGATE,dfinit-containerd,1789069078395,1789069206164,127769,0
pr18,recreate,riid/python:latest,riid-jfhxb,dfinit-containerd,1789069206175,1789069220689,14514,0
pr18,recreate,riid/python:latest,riid-pkws8,dfinit-containerd,1789069206176,1789069221018,14842,0
pr18,recreate,riid/python:latest,riid-5dsn7,dfinit-containerd,1789069206175,1789069221073,14898,0
pr18,recreate,riid/python:latest,riid-bsvnv,dfinit-containerd,1789069206175,1789069221077,14902,0
pr18,recreate,riid/python:latest,riid-vwxjz,dfinit-containerd,1789069206176,1789069221806,15630,0
pr18,recreate,riid/python:latest,riid-thdw9,dfinit-containerd,1789069206176,1789069222526,16350,0
pr18,recreate,riid/python:latest,riid-dm72s,dfinit-containerd,1789069206175,1789069222846,16671,0
pr18,recreate,riid/python:latest,riid-w29kl,dfinit-containerd,1789069206176,1789069222905,16729,0
pr18,recreate,riid/python:latest,riid-lwxnh,dfinit-containerd,1789069206176,1789069223311,17135,0
pr18,recreate,riid/python:latest,riid-dql6m,dfinit-containerd,1789069206175,1789069223495,17320,0
