scenario,mode,image,pod,backend,start_ms,end_ms,duration_ms,exit_code
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-j2zfn,dfinit-containerd,1789251906322,1789251912778,6456,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-9d6p4,dfinit-containerd,1789251906323,1789251912828,6505,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-cmp5j,dfinit-containerd,1789251906322,1789251912883,6561,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-kmrbr,dfinit-containerd,1789251906324,1789251913141,6817,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-r85gx,dfinit-containerd,1789251906324,1789251913460,7136,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-6dcfg,dfinit-containerd,1789251906322,1789251913628,7306,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-xmgnr,dfinit-containerd,1789251906324,1789251913679,7355,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-67cbt,dfinit-containerd,1789251906321,1789251914207,7886,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-4mtg7,dfinit-containerd,1789251906321,1789251914212,7891,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,riid-t7p4g,dfinit-containerd,1789251906323,1789251916594,10271,0
pr18,recreate,riid/envoyproxy/envoy:tools-dev-0260c653ae6084a2118c8e4fb9eba84529df22f0,AGGREGATE,dfinit-containerd,1789251906314,1789251916602,10288,0
pr18,recreate,riid/apache/airflow:latest,riid-t7p4g,dfinit-containerd,1789251916618,1789251944863,28245,0
pr18,recreate,riid/apache/airflow:latest,riid-kmrbr,dfinit-containerd,1789251916619,1789251944972,28353,0
pr18,recreate,riid/apache/airflow:latest,riid-6dcfg,dfinit-containerd,1789251916618,1789251944972,28354,0
pr18,recreate,riid/apache/airflow:latest,riid-xmgnr,dfinit-containerd,1789251916619,1789251945530,28911,0
pr18,recreate,riid/apache/airflow:latest,riid-9d6p4,dfinit-containerd,1789251916618,1789251945828,29210,0
pr18,recreate,riid/apache/airflow:latest,riid-r85gx,dfinit-containerd,1789251916618,1789251945882,29264,0
pr18,recreate,riid/apache/airflow:latest,riid-j2zfn,dfinit-containerd,1789251916618,1789251946643,30025,0
pr18,recreate,riid/apache/airflow:latest,riid-cmp5j,dfinit-containerd,1789251916618,1789251946656,30038,0
pr18,recreate,riid/apache/airflow:latest,riid-67cbt,dfinit-containerd,1789251916618,1789251947893,31275,0
pr18,recreate,riid/apache/airflow:latest,riid-4mtg7,dfinit-containerd,1789251916618,1789251949373,32755,0
pr18,recreate,riid/apache/airflow:latest,AGGREGATE,dfinit-containerd,1789251916610,1789251949381,32771,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-r85gx,dfinit-containerd,1789251949397,1789251968127,18730,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-xmgnr,dfinit-containerd,1789251949399,1789251969283,19884,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-t7p4g,dfinit-containerd,1789251949398,1789251969285,19887,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-67cbt,dfinit-containerd,1789251949397,1789251969311,19914,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-6dcfg,dfinit-containerd,1789251949397,1789251969364,19967,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-kmrbr,dfinit-containerd,1789251949397,1789251969587,20190,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-9d6p4,dfinit-containerd,1789251949397,1789251969693,20296,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-j2zfn,dfinit-containerd,1789251949397,1789251969989,20592,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-cmp5j,dfinit-containerd,1789251949398,1789251970359,20961,0
pr18,recreate,riid/elasticsearch:9.5.2,riid-4mtg7,dfinit-containerd,1789251949397,1789251970514,21117,0
pr18,recreate,riid/elasticsearch:9.5.2,AGGREGATE,dfinit-containerd,1789251949389,1789251970522,21133,0
pr18,recreate,riid/nginx:latest,riid-67cbt,dfinit-containerd,1789251970537,1789251973829,3292,0
pr18,recreate,riid/nginx:latest,riid-4mtg7,dfinit-containerd,1789251970537,1789251974058,3521,0
pr18,recreate,riid/nginx:latest,riid-xmgnr,dfinit-containerd,1789251970539,1789251974193,3654,0
pr18,recreate,riid/nginx:latest,riid-cmp5j,dfinit-containerd,1789251970539,1789251974628,4089,0
pr18,recreate,riid/nginx:latest,riid-kmrbr,dfinit-containerd,1789251970538,1789251974707,4169,0
pr18,recreate,riid/nginx:latest,riid-r85gx,dfinit-containerd,1789251970539,1789251974815,4276,0
pr18,recreate,riid/nginx:latest,riid-9d6p4,dfinit-containerd,1789251970537,1789251975069,4532,0
pr18,recreate,riid/nginx:latest,riid-j2zfn,dfinit-containerd,1789251970539,1789251975313,4774,0
pr18,recreate,riid/nginx:latest,riid-6dcfg,dfinit-containerd,1789251970538,1789251975337,4799,0
pr18,recreate,riid/nginx:latest,riid-t7p4g,dfinit-containerd,1789251970539,1789251975712,5173,0
pr18,recreate,riid/nginx:latest,AGGREGATE,dfinit-containerd,1789251970530,1789251975721,5191,0
pr18,recreate,riid/golang:latest,riid-9d6p4,dfinit-containerd,1789251975736,1789251985334,9598,0
pr18,recreate,riid/golang:latest,riid-6dcfg,dfinit-containerd,1789251975737,1789251985510,9773,0
pr18,recreate,riid/golang:latest,riid-t7p4g,dfinit-containerd,1789251975737,1789251985510,9773,0
pr18,recreate,riid/golang:latest,riid-xmgnr,dfinit-containerd,1789251975737,1789251985828,10091,0
pr18,recreate,riid/golang:latest,riid-67cbt,dfinit-containerd,1789251975737,1789251985854,10117,0
pr18,recreate,riid/golang:latest,riid-r85gx,dfinit-containerd,1789251975737,1789251986019,10282,0
pr18,recreate,riid/golang:latest,riid-j2zfn,dfinit-containerd,1789251975737,1789251986095,10358,0
pr18,recreate,riid/golang:latest,riid-4mtg7,dfinit-containerd,1789251975737,1789251986626,10889,0
pr18,recreate,riid/golang:latest,riid-cmp5j,dfinit-containerd,1789251975736,1789251986690,10954,0
pr18,recreate,riid/golang:latest,riid-kmrbr,dfinit-containerd,1789251975738,1789251988419,12681,0
pr18,recreate,riid/golang:latest,AGGREGATE,dfinit-containerd,1789251975729,1789251988428,12699,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-cmp5j,dfinit-containerd,1789251988443,1789251994015,5572,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-67cbt,dfinit-containerd,1789251988444,1789251994475,6031,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-6dcfg,dfinit-containerd,1789251988443,1789251994480,6037,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-j2zfn,dfinit-containerd,1789251988444,1789251994518,6074,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-xmgnr,dfinit-containerd,1789251988445,1789251994533,6088,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-9d6p4,dfinit-containerd,1789251988444,1789251994533,6089,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-t7p4g,dfinit-containerd,1789251988445,1789251994574,6129,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-4mtg7,dfinit-containerd,1789251988444,1789251995005,6561,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-kmrbr,dfinit-containerd,1789251988443,1789251995138,6695,0
pr18,recreate,riid/fluent/fluent-bit:latest,riid-r85gx,dfinit-containerd,1789251988444,1789251995382,6938,0
pr18,recreate,riid/fluent/fluent-bit:latest,AGGREGATE,dfinit-containerd,1789251988435,1789251995390,6955,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-xmgnr,dfinit-containerd,1789251995408,1789252001941,6533,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-r85gx,dfinit-containerd,1789251995408,1789252002150,6742,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-6dcfg,dfinit-containerd,1789251995407,1789252002298,6891,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-cmp5j,dfinit-containerd,1789251995406,1789252002415,7009,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-t7p4g,dfinit-containerd,1789251995408,1789252002481,7073,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-j2zfn,dfinit-containerd,1789251995407,1789252002512,7105,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-kmrbr,dfinit-containerd,1789251995407,1789252002516,7109,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-67cbt,dfinit-containerd,1789251995406,1789252002611,7205,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-4mtg7,dfinit-containerd,1789251995406,1789252002760,7354,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-9d6p4,dfinit-containerd,1789251995406,1789252003458,8052,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,AGGREGATE,dfinit-containerd,1789251995398,1789252003467,8069,0
pr18,recreate,riid/ruby:latest,riid-6dcfg,dfinit-containerd,1789252003483,1789252006723,3240,0
pr18,recreate,riid/ruby:latest,riid-t7p4g,dfinit-containerd,1789252003484,1789252007280,3796,0
pr18,recreate,riid/ruby:latest,riid-kmrbr,dfinit-containerd,1789252003484,1789252007303,3819,0
pr18,recreate,riid/ruby:latest,riid-4mtg7,dfinit-containerd,1789252003483,1789252007491,4008,0
pr18,recreate,riid/ruby:latest,riid-67cbt,dfinit-containerd,1789252003483,1789252007640,4157,0
pr18,recreate,riid/ruby:latest,riid-9d6p4,dfinit-containerd,1789252003483,1789252007912,4429,0
pr18,recreate,riid/ruby:latest,riid-r85gx,dfinit-containerd,1789252003484,1789252008085,4601,0
pr18,recreate,riid/ruby:latest,riid-j2zfn,dfinit-containerd,1789252003484,1789252008139,4655,0
pr18,recreate,riid/ruby:latest,riid-cmp5j,dfinit-containerd,1789252003483,1789252008330,4847,0
pr18,recreate,riid/ruby:latest,riid-xmgnr,dfinit-containerd,1789252003484,1789252008496,5012,0
pr18,recreate,riid/ruby:latest,AGGREGATE,dfinit-containerd,1789252003475,1789252008506,5031,0
# registry_tx_bytes_before:	214364373030
# registry_tx_bytes_after:	227075269998
# registry_tx_bytes_delta:	12710896968
