scenario,mode,image,pod,backend,start_ms,end_ms,duration_ms,exit_code
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-pq7d2,bare-containerd,1789070042528,1789070396029,353501,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-c9kj9,bare-containerd,1789070042527,1789070397771,355244,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-45rkt,bare-containerd,1789070042527,1789070402858,360331,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-9q5rc,bare-containerd,1789070042527,1789070404302,361775,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-6qf59,bare-containerd,1789070042527,1789070407963,365436,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-lf8x5,bare-containerd,1789070042528,1789070409138,366610,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-zzfwn,bare-containerd,1789070042528,1789070412470,369942,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-8hj2z,bare-containerd,1789070042527,1789070415624,373097,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-f8r7t,bare-containerd,1789070042528,1789070417099,374571,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,riid-p8bzw,bare-containerd,1789070042529,1789070417100,374571,0
pr18,recreate,riid/datasense/datasense:0c579488240e543a8670057d01985195,AGGREGATE,bare-containerd,1789070042522,1789070417105,374583,0
pr18,recreate,riid/python:latest,riid-45rkt,bare-containerd,1789070417115,1789070446187,29072,0
pr18,recreate,riid/python:latest,riid-lf8x5,bare-containerd,1789070417116,1789070447416,30300,0
pr18,recreate,riid/python:latest,riid-c9kj9,bare-containerd,1789070417116,1789070447489,30373,0
pr18,recreate,riid/python:latest,riid-pq7d2,bare-containerd,1789070417117,1789070447505,30388,0
pr18,recreate,riid/python:latest,riid-8hj2z,bare-containerd,1789070417115,1789070448183,31068,0
pr18,recreate,riid/python:latest,riid-zzfwn,bare-containerd,1789070417117,1789070448230,31113,0
pr18,recreate,riid/python:latest,riid-f8r7t,bare-containerd,1789070417116,1789070448557,31441,0
pr18,recreate,riid/python:latest,riid-p8bzw,bare-containerd,1789070417116,1789070448614,31498,0
pr18,recreate,riid/python:latest,riid-9q5rc,bare-containerd,1789070417116,1789070448671,31555,0
pr18,recreate,riid/python:latest,riid-6qf59,bare-containerd,1789070417115,1789070449055,31940,0
pr18,recreate,riid/python:latest,AGGREGATE,bare-containerd,1789070417110,1789070449060,31950,0
pr18,recreate,riid/datadog/agent:latest,riid-45rkt,bare-containerd,1789070449071,1789070472206,23135,0
pr18,recreate,riid/datadog/agent:latest,riid-lf8x5,bare-containerd,1789070449071,1789070472208,23137,0
pr18,recreate,riid/datadog/agent:latest,riid-9q5rc,bare-containerd,1789070449071,1789070472225,23154,0
pr18,recreate,riid/datadog/agent:latest,riid-zzfwn,bare-containerd,1789070449072,1789070472504,23432,0
pr18,recreate,riid/datadog/agent:latest,riid-pq7d2,bare-containerd,1789070449071,1789070472572,23501,0
pr18,recreate,riid/datadog/agent:latest,riid-c9kj9,bare-containerd,1789070449071,1789070472812,23741,0
pr18,recreate,riid/datadog/agent:latest,riid-f8r7t,bare-containerd,1789070449071,1789070473156,24085,0
pr18,recreate,riid/datadog/agent:latest,riid-8hj2z,bare-containerd,1789070449071,1789070473355,24284,0
pr18,recreate,riid/datadog/agent:latest,riid-6qf59,bare-containerd,1789070449071,1789070473604,24533,0
pr18,recreate,riid/datadog/agent:latest,riid-p8bzw,bare-containerd,1789070449071,1789070473635,24564,0
pr18,recreate,riid/datadog/agent:latest,AGGREGATE,bare-containerd,1789070449065,1789070473642,24577,0
pr18,recreate,riid/node:latest,riid-45rkt,bare-containerd,1789070473653,1789070479309,5656,0
pr18,recreate,riid/node:latest,riid-lf8x5,bare-containerd,1789070473653,1789070479472,5819,0
pr18,recreate,riid/node:latest,riid-pq7d2,bare-containerd,1789070473654,1789070479792,6138,0
pr18,recreate,riid/node:latest,riid-f8r7t,bare-containerd,1789070473653,1789070479870,6217,0
pr18,recreate,riid/node:latest,riid-8hj2z,bare-containerd,1789070473653,1789070479932,6279,0
pr18,recreate,riid/node:latest,riid-zzfwn,bare-containerd,1789070473654,1789070479995,6341,0
pr18,recreate,riid/node:latest,riid-p8bzw,bare-containerd,1789070473654,1789070480048,6394,0
pr18,recreate,riid/node:latest,riid-6qf59,bare-containerd,1789070473653,1789070480204,6551,0
pr18,recreate,riid/node:latest,riid-c9kj9,bare-containerd,1789070473653,1789070480204,6551,0
pr18,recreate,riid/node:latest,riid-9q5rc,bare-containerd,1789070473653,1789070481090,7437,0
pr18,recreate,riid/node:latest,AGGREGATE,bare-containerd,1789070473647,1789070481096,7449,0
